"pop2023","pop2020","growth","name","aland_sqmi","intptlat","intptlong","slug","usps","lng","lat","rank","density"
11535,11776,-0.00689,"Los Alamitos",4.023,33.7969,-118.061,"los-alamitos-ca","CA",-118.061,33.7969,356,2867
11518,12345,-0.02282,"Commerce",6.538,33.9945,-118.15,"commerce-ca","CA",-118.15,33.9945,357,1762
11509,11325,0.00542,"Anderson",7.031,40.4498,-122.295,"anderson-ca","CA",-122.295,40.4498,358,1637
11311,11094,0.0065,"Canyon Lake",3.912,33.6883,-117.264,"canyon-lake-ca","CA",-117.264,33.6883,359,2891
11183,11321,-0.0041,"Healdsburg",4.464,38.6228,-122.865,"healdsburg-ca","CA",-122.865,38.6228,360,2505
11066,11820,-0.02175,"Signal Hill",2.191,33.8034,-118.17,"signal-hill-ca","CA",-118.17,33.8034,361,5051
11033,10788,0.00749,"Placerville",5.84,38.7311,-120.798,"placerville-ca","CA",-120.798,38.7311,362,1889
10835,10751,0.00259,"Morro Bay",5.324,35.3673,-120.869,"morro-bay-ca","CA",-120.869,35.3673,363,2035
10788,11067,-0.00846,"Clayton",3.84,37.9403,-121.93,"clayton-ca","CA",-121.93,37.9403,364,2809
10605,11367,-0.02285,"Piedmont",1.7,37.8225,-122.23,"piedmont-ca","CA",-122.23,37.8225,365,6238
10594,11768,-0.03445,"Half Moon Bay",6.427,37.4673,-122.44,"half-moon-bay-ca","CA",-122.44,37.4673,366,1648
10548,11253,-0.02134,"Sierra Madre",2.953,34.1688,-118.05,"sierra-madre-ca","CA",-118.05,34.1688,367,3572
10515,10377,0.00439,"Shasta Lake",10.923,40.6766,-122.381,"shasta-lake-ca","CA",-122.381,40.6766,368,963
10515,10709,-0.00605,"Sonoma",2.744,38.2903,-122.46,"sonoma-ca","CA",-122.46,38.2903,369,3832
10489,10084,0.01323,"Rio Vista",6.582,38.1761,-121.705,"rio-vista-ca","CA",-121.705,38.1761,370,1594
10350,11365,-0.03072,"Hillsborough",6.19,37.5572,-122.359,"hillsborough-ca","CA",-122.359,37.5572,371,1672
10320,10413,-0.00299,"Farmersville",2.24,36.3053,-119.208,"farmersville-ca","CA",-119.208,36.3053,372,4607
10312,10330,-0.00058,"Exeter",2.463,36.294,-119.146,"exeter-ca","CA",-119.146,36.294,373,4187
10041,10191,-0.00495,"Corte Madera",3.16,37.9318,-122.508,"corte-madera-ca","CA",-122.508,37.9318,374,3178
10027,10636,-0.01946,"Malibu",19.847,34.0343,-118.78,"malibu-ca","CA",-118.78,34.0343,375,505
9651,9945,-0.00995,"Capitola",1.593,36.9761,-121.954,"capitola-ca","CA",-121.954,36.9761,376,6058
9567,9147,0.01507,"Live Oak",3.121,39.2788,-121.662,"live-oak-ca","CA",-121.662,39.2788,377,3065
9567,9645,-0.00271,"Orange Cove",1.792,36.6211,-119.319,"orange-cove-ca","CA",-119.319,36.6211,378,5339
9422,8139,0.05004,"Guadalupe",1.31,34.9649,-120.573,"guadalupe-ca","CA",-120.573,34.9649,379,7192
9208,9133,0.00272,"Waterford",2.358,37.6427,-120.754,"waterford-ca","CA",-120.754,37.6427,380,3905
8943,9107,-0.006,"Tiburon",4.48,37.8868,-122.463,"tiburon-ca","CA",-122.463,37.8868,381,1996
8912,8975,-0.00235,"Cloverdale",3.13,38.7961,-123.015,"cloverdale-ca","CA",-123.015,38.7961,382,2847
8697,8628,0.00265,"Taft",15.264,35.1267,-119.424,"taft-ca","CA",-119.424,35.1267,383,570
8453,8638,-0.00716,"Gonzales",1.89,36.506,-121.443,"gonzales-ca","CA",-121.443,36.506,384,4472
8370,8298,0.00288,"Orland",2.98,39.7461,-122.185,"orland-ca","CA",-122.185,39.7461,385,2809
8173,8227,-0.0022,"Corning",3.55,39.9282,-122.182,"corning-ca","CA",-122.182,39.9282,386,2302
8144,8090,0.00222,"Firebaugh",3.517,36.8537,-120.454,"firebaugh-ca","CA",-120.454,36.8537,387,2316
7994,8057,-0.00262,"Pismo Beach",3.497,35.1532,-120.674,"pismo-beach-ca","CA",-120.674,35.1532,388,2286
7924,8281,-0.01455,"Rolling Hills Estates",3.577,33.7616,-118.393,"rolling-hills-estates-ca","CA",-118.393,33.7616,389,2215
7904,7787,0.00496,"Yreka",9.985,41.724,-122.632,"yreka-ca","CA",-122.632,41.724,390,792
7879,8511,-0.02536,"Los Altos Hills",8.942,37.3671,-122.139,"los-altos-hills-ca","CA",-122.139,37.3671,391,881
7839,7449,0.01713,"Woodlake",2.435,36.4128,-119.1,"woodlake-ca","CA",-119.1,36.4128,392,3219
7764,7086,0.03094,"Winters",2.935,38.5333,-121.975,"winters-ca","CA",-121.975,38.5333,393,2645
7581,7494,0.00384,"Escalon",2.28,37.7913,-121,"escalon-ca","CA",-121,37.7913,394,3325
7566,7494,0.00318,"Hughson",1.943,37.6021,-120.866,"hughson-ca","CA",-120.866,37.6021,395,3894
7542,7614,-0.00317,"Ojai",4.348,34.4483,-119.247,"ojai-ca","CA",-119.247,34.4483,396,1735
7514,8016,-0.02136,"Westlake Village",5.185,34.1367,-118.817,"westlake-village-ca","CA",-118.817,34.1367,397,1449
7434,7565,-0.00575,"Fairfax",2.228,37.9885,-122.595,"fairfax-ca","CA",-122.595,37.9885,398,3337
7380,7217,0.00751,"Mammoth Lakes",24.866,37.6244,-118.988,"mammoth-lakes-ca","CA",-118.988,37.6244,399,297
7377,7559,-0.00807,"Cotati",1.88,38.3285,-122.71,"cotati-ca","CA",-122.71,38.3285,400,3924
7342,7363,-0.00095,"Gridley",2.084,39.3622,-121.697,"gridley-ca","CA",-121.697,39.3622,401,3523
7339,7503,-0.0073,"Sebastopol",1.883,38.4,-122.828,"sebastopol-ca","CA",-122.828,38.4,402,3898
7317,6750,0.02724,"Fowler",2.532,36.6244,-119.674,"fowler-ca","CA",-119.674,36.6244,403,2890
7106,7246,-0.00643,"Sausalito",1.764,37.8584,-122.492,"sausalito-ca","CA",-122.492,37.8584,404,4028
6966,6972,-0.00029,"Fort Bragg",2.899,39.4398,-123.802,"fort-bragg-ca","CA",-123.802,39.4398,405,2403
6932,6836,0.00464,"Loomis",7.266,38.8094,-121.195,"loomis-ca","CA",-121.195,38.8094,406,954
6789,6620,0.00847,"Crescent City",1.963,41.7645,-124.201,"crescent-city-ca","CA",-124.201,41.7645,407,3458
6518,4736,0.11229,"Paradise",18.316,39.7542,-121.606,"paradise-ca","CA",-121.606,39.7542,408,356
6499,7133,-0.03058,"Atherton",5.03,37.4571,-122.201,"atherton-ca","CA",-122.201,37.4571,409,1292
6460,6412,0.00248,"Colusa",3.424,39.2058,-122.012,"colusa-ca","CA",-122.012,39.2058,410,1887
6396,6453,-0.00296,"Calipatria",3.699,33.1688,-115.486,"calipatria-ca","CA",-115.486,33.1688,411,1729
6264,6201,0.00336,"Huron",1.6,36.204,-120.096,"huron-ca","CA",-120.096,36.204,412,3915
6166,6283,-0.00629,"Willows",2.836,39.5148,-122.199,"willows-ca","CA",-122.199,39.5148,413,2174
6139,6067,0.00392,"Gustine",1.551,37.2545,-120.995,"gustine-ca","CA",-120.995,37.2545,414,3958
5922,6112,-0.01053,"Solvang",2.425,34.5938,-120.14,"solvang-ca","CA",-120.14,34.5938,415,2442
5811,5757,0.00311,"Dos Palos",1.349,36.9854,-120.634,"dos-palos-ca","CA",-120.634,36.9854,416,4308
5696,5575,0.00725,"Williams",4.945,39.1498,-122.139,"williams-ca","CA",-122.139,39.1498,417,1152
5651,5835,-0.01068,"Villa Park",2.079,33.818,-117.811,"villa-park-ca","CA",-117.811,33.818,418,2718
5638,5172,0.02921,"Ione",4.582,38.36,-120.944,"ione-ca","CA",-120.944,38.36,419,1230
5540,5603,-0.00378,"Holtville",1.155,32.8138,-115.378,"holtville-ca","CA",-115.378,32.8138,420,4797
5319,5671,-0.02116,"La Habra Heights",6.159,33.959,-117.949,"la-habra-heights-ca","CA",-117.949,33.959,421,864
5309,5425,-0.00711,"St. Helena",4.955,38.5128,-122.468,"st-helena-ca","CA",-122.468,38.5128,422,1071
5292,5008,0.01848,"Jackson",3.594,38.3485,-120.773,"jackson-ca","CA",-120.773,38.3485,423,1472
5208,5099,0.00716,"Lakeport",3.058,39.0383,-122.923,"lakeport-ca","CA",-122.923,39.0383,424,1703
5140,5176,-0.00233,"Buellton",1.582,34.6155,-120.194,"buellton-ca","CA",-120.194,34.6155,425,3249
5115,5223,-0.00699,"Calistoga",2.577,38.5814,-122.583,"calistoga-ca","CA",-122.583,38.5814,426,1985
5102,5051,0.00334,"Big Bear Lake",6.24,34.2429,-116.894,"big-bear-lake-ca","CA",-116.894,34.2429,427,818
5046,4983,0.00418,"Sonora",3.163,37.9817,-120.383,"sonora-ca","CA",-120.383,37.9817,428,1595
4983,4779,0.01404,"Indian Wells",14.321,33.7035,-116.326,"indian-wells-ca","CA",-116.326,33.7035,429,348
4957,4975,-0.00121,"Willits",2.817,39.405,-123.349,"willits-ca","CA",-123.349,39.405,430,1760
4857,4926,-0.00471,"Needles",30.578,34.8136,-114.625,"needles-ca","CA",-114.625,34.8136,431,159
4818,5295,-0.03097,"Woodside",11.731,37.4222,-122.259,"woodside-ca","CA",-122.259,37.4222,432,411
4344,4839,-0.03531,"Brisbane",3.096,37.6758,-122.383,"brisbane-ca","CA",-122.383,37.6758,433,1403
3998,4442,-0.03453,"Portola Valley",9.098,37.3652,-122.233,"portola-valley-ca","CA",-122.233,37.3652,434,439
3936,3672,0.0234,"Angels",3.632,38.071,-120.552,"angels-ca","CA",-120.552,38.071,435,1084
3860,3953,-0.00797,"Del Mar",1.721,32.9629,-117.262,"del-mar-ca","CA",-117.262,32.9629,436,2243
3821,3770,0.00447,"Wheatland",8.122,39.0312,-121.39,"wheatland-ca","CA",-121.39,39.0312,437,470
3814,3823,-0.00079,"Bishop",1.864,37.3664,-118.396,"bishop-ca","CA",-118.396,37.3664,438,2046
3669,3699,-0.00272,"San Joaquin",1.197,36.6056,-120.19,"san-joaquin-ca","CA",-120.19,36.6056,439,3065
3397,3352,0.00444,"Rio Dell",2.281,40.4956,-124.115,"rio-dell-ca","CA",-124.115,40.4956,440,1489
3338,3371,-0.00328,"Yountville",1.487,38.3935,-122.366,"yountville-ca","CA",-122.366,38.3935,441,2245
3278,3215,0.00645,"Mount Shasta",3.766,41.3209,-122.315,"mount-shasta-ca","CA",-122.315,41.3209,442,870
3230,3453,-0.0221,"Avalon",2.883,33.3433,-118.318,"avalon-ca","CA",-118.318,33.3433,443,1120
3221,3487,-0.02601,"Monte Sereno",1.64,37.2403,-121.988,"monte-sereno-ca","CA",-121.988,37.2403,444,1964
3181,3081,0.0108,"Nevada City",2.186,39.2596,-121.033,"nevada-city-ca","CA",-121.033,39.2596,445,1455
3156,3216,-0.0063,"Carmel-by-the-Sea",1.066,36.553,-121.922,"carmel--by--the--sea-ca","CA",-121.922,36.553,446,2961
2903,2858,0.00519,"Weed",4.782,41.4121,-122.381,"weed-ca","CA",-122.381,41.4121,447,607
2786,2645,0.01753,"Sutter Creek",2.699,38.3924,-120.799,"sutter-creek-ca","CA",-120.799,38.3924,448,1032
2692,2692,0,"Alturas",2.824,41.4891,-120.551,"alturas-ca","CA",-120.551,41.4891,449,953
2313,2334,-0.00302,"Ross",1.556,37.9638,-122.562,"ross-ca","CA",-122.562,37.9638,450,1487
2246,2093,0.0237,"San Juan Bautista",0.729,36.8457,-121.538,"san-juan-bautista-ca","CA",-121.538,36.8457,451,3081
2105,2072,0.00525,"Portola",5.407,39.8208,-120.474,"portola-ca","CA",-120.474,39.8208,452,389
2074,2119,-0.00718,"Belvedere",0.519,37.8736,-122.471,"belvedere-ca","CA",-122.471,37.8736,453,3996
2062,1996,0.01078,"Colfax",1.406,39.0938,-120.953,"colfax-ca","CA",-120.953,39.0938,454,1467
1988,2012,-0.00401,"Westmorland",0.59,33.0389,-115.622,"westmorland-ca","CA",-115.622,33.0389,455,3369
1904,1949,-0.00782,"Biggs",0.895,39.4102,-121.713,"biggs-ca","CA",-121.713,39.4102,456,2127
1730,1700,0.00581,"Dunsmuir",1.604,41.2315,-122.271,"dunsmuir-ca","CA",-122.271,41.2315,457,1079
1659,1724,-0.0125,"Hidden Hills",1.689,34.1637,-118.661,"hidden-hills-ca","CA",-118.661,34.1637,458,982
1648,1543,0.02233,"Colma",1.903,37.6767,-122.453,"colma-ca","CA",-122.453,37.6767,459,866
1632,1738,-0.021,"Rolling Hills",2.991,33.76,-118.347,"rolling-hills-ca","CA",-118.347,33.76,460,546
1557,1590,-0.00702,"Del Rey Oaks",0.482,36.5825,-121.83,"del-rey-oaks-ca","CA",-121.83,36.5825,461,3230
1402,1393,0.00214,"Ferndale",1.027,40.5799,-124.262,"ferndale-ca","CA",-124.262,40.5799,462,1365
1386,1460,-0.01702,"Irwindale",8.82,34.1119,-117.964,"irwindale-ca","CA",-117.964,34.1119,463,157
1240,1216,0.00649,"Montague",1.778,41.7271,-122.531,"montague-ca","CA",-122.531,41.7271,464,697
1187,1199,-0.00336,"Blue Lake",0.593,40.8832,-123.995,"blue-lake-ca","CA",-123.995,40.8832,465,2002
1135,1074,0.01885,"Plymouth",2.643,38.4748,-120.863,"plymouth-ca","CA",-120.863,38.4748,466,429
1021,1021,0,"Maricopa",1.502,35.0582,-119.399,"maricopa-ca","CA",-119.399,35.0582,467,680
905,899,0.00221,"Tulelake",0.41,41.9535,-121.475,"tulelake-ca","CA",-121.475,41.9535,468,2207
872,860,0.00461,"Dorris",0.702,41.965,-121.92,"dorris-ca","CA",-121.92,41.965,469,1242
856,923,-0.02506,"Bradbury",1.964,34.1532,-117.969,"bradbury-ca","CA",-117.969,34.1532,470,436
787,802,-0.00631,"Isleton",0.44,38.1613,-121.605,"isleton-ca","CA",-121.605,38.1613,471,1789
779,740,0.01697,"Loyalton",0.355,39.6769,-120.245,"loyalton-ca","CA",-120.245,39.6769,472,2194
703,694,0.00429,"Fort Jones",0.602,41.6085,-122.841,"fort-jones-ca","CA",-122.841,41.6085,473,1168
690,675,0.0073,"Etna",0.76,41.4582,-122.896,"etna-ca","CA",-122.896,41.4582,474,908
484,463,0.01468,"Point Arena",1.365,38.9123,-123.696,"point-arena-ca","CA",-123.696,38.9123,475,355
420,426,-0.00474,"Tehama",0.794,40.0218,-122.127,"tehama-ca","CA",-122.127,40.0218,476,529
342,321,0.0209,"Sand City",0.562,36.6219,-121.848,"sand-city-ca","CA",-121.848,36.6219,477,609
305,311,-0.00651,"Trinidad",0.485,41.0577,-124.143,"trinidad-ca","CA",-124.143,41.0577,478,629
237,249,-0.0166,"Industry",11.787,34.0262,-117.94,"industry-ca","CA",-117.94,34.0262,479,20
209,197,0.01951,"Amador City",0.31,38.419,-120.823,"amador-city-ca","CA",-120.823,38.419,480,674
207,222,-0.02358,"Vernon",4.973,34.0011,-118.211,"vernon-ca","CA",-118.211,34.0011,481,42
